name,teamID,lgID,divID,Park,yearID,SUM(G),SUM(W),SUM(L),SUM(R),SUM(RA),PredictedWin,WError,Wpct,WpctExp,PctError
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV,1960,155,86,68,639,616,80.3397,5.6603,0.5548,0.5183,0.0365
New York Giants,NY1,NL,NA,Polo Grounds IV,1952,154,92,62,722,639,86.3568,5.6432,0.5974,0.5608,0.0366
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1989,162,89,73,642,626,83.0438,5.9562,0.5494,0.5126,0.0368
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1959,155,74,80,551,621,68.2752,5.7248,0.4774,0.4405,0.0369
New York Mets,NYN,NL,NA,Shea Stadium,1966,161,66,95,587,761,60.0587,5.9413,0.4099,0.373,0.0369
Washington Senators,WS1,AL,NA,Griffith Stadium II,1958,156,61,93,553,747,55.2271,5.7729,0.391,0.354,0.037
Pittsburgh Pirates,PIT,NL,C,PNC Park,2010,162,57,105,587,866,50.9995,6.0005,0.3519,0.3148,0.037
Atlanta Braves,ATL,NL,E,Atlanta-Fulton County Stadium,1995,144,90,54,645,540,84.6601,5.3399,0.625,0.5879,0.0371
Chicago Cubs,CHN,NL,E,Wrigley Field,1975,162,75,87,712,827,68.962,6.038,0.463,0.4257,0.0373
Minnesota Twins,MIN,AL,W,Hubert H Humphrey Metrodome,1987,162,85,77,786,806,78.9651,6.0349,0.5247,0.4874,0.0373
California Angels,CAL,AL,W,Anaheim Stadium,1976,162,76,86,550,631,69.9411,6.0589,0.4691,0.4317,0.0374
Cleveland Indians,CLE,AL,C,Jacobs Field,1995,144,100,44,840,607,94.6013,5.3987,0.6944,0.657,0.0375
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1963,162,79,83,635,702,72.9022,6.0978,0.4877,0.45,0.0376
San Francisco Giants,SFN,NL,W,PacBell Park,2003,161,100,61,755,638,93.9279,6.0721,0.6211,0.5834,0.0377
San Francisco Giants,SFN,NL,W,AT&T Park,2011,162,86,76,570,578,79.8711,6.1289,0.5309,0.493,0.0378
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1962,162,80,82,682,745,73.8618,6.1382,0.4938,0.4559,0.0379
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1980,160,79,81,738,807,72.8686,6.1314,0.4938,0.4554,0.0383
Chicago White Sox,CHA,AL,NA,Comiskey Park,1959,156,94,60,669,588,88.0109,5.9891,0.6026,0.5642,0.0384
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1969,162,52,110,468,746,45.7512,6.2488,0.321,0.2824,0.0386
Los Angeles Dodgers,LAN,NL,NA,Los Angeles Memorial Coliseum,1959,156,88,68,705,670,81.9683,6.0317,0.5641,0.5254,0.0387
Toronto Blue Jays,TOR,AL,E,Skydome,2000,162,83,79,861,908,76.6989,6.3011,0.5123,0.4735,0.0389
Chicago White Sox,CHA,AL,C,U.S. Cellular Field,2007,162,72,90,693,839,65.7003,6.2997,0.4444,0.4056,0.0389
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,1999,162,95,67,945,859,88.7053,6.2947,0.5864,0.5476,0.0389
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1978,161,90,71,659,633,83.7386,6.2614,0.559,0.5201,0.0389
California Angels,CAL,AL,NA,Anaheim Stadium,1967,161,84,77,567,587,77.7105,6.2895,0.5217,0.4827,0.0391
California Angels,CAL,AL,W,Anaheim Stadium,1969,163,71,91,528,652,64.5583,6.4417,0.4356,0.3961,0.0395
Chicago White Sox,CHA,AL,W,Comiskey Park,1972,154,87,67,566,538,80.9033,6.0967,0.5649,0.5253,0.0396
New York Yankees,NYA,AL,E,Yankee Stadium III,2009,162,103,59,915,753,96.5868,6.4132,0.6358,0.5962,0.0396
California Angels,CAL,AL,W,Anaheim Stadium,1996,161,70,91,762,943,63.599,6.401,0.4348,0.395,0.0398
New York Yankees,NYA,AL,NA,Yankee Stadium I,1960,155,97,57,746,627,90.8339,6.1661,0.6258,0.586,0.0398
Philadelphia Phillies,PHI,NL,NA,Connie Mack Stadium,1962,161,81,80,705,759,74.5695,6.4305,0.5031,0.4632,0.0399
San Francisco Giants,SFN,NL,NA,Candlestick Park,1966,161,93,68,675,626,86.5552,6.4448,0.5776,0.5376,0.04
New York Mets,NYN,NL,E,Shea Stadium,1969,162,100,62,632,541,93.4926,6.5074,0.6173,0.5771,0.0402
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1979,163,84,78,683,718,77.4304,6.5696,0.5153,0.475,0.0403
New York Yankees,NYA,AL,E,Yankee Stadium III,2013,162,85,77,650,671,78.4253,6.5747,0.5247,0.4841,0.0406
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1992,162,96,66,745,672,89.3237,6.6763,0.5926,0.5514,0.0412
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1985,162,89,72,677,666,82.3268,6.6732,0.5494,0.5082,0.0412
Kansas City Royals,KCA,AL,W,Royals Stadium,1973,162,88,74,755,752,81.3225,6.6775,0.5432,0.502,0.0412
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1954,154,53,101,557,845,46.6461,6.3539,0.3442,0.3029,0.0413
Montreal Expos,MON,NL,E,Stade Olympique,1993,163,94,68,732,682,87.2566,6.7434,0.5767,0.5353,0.0414
Detroit Tigers,DET,AL,E,Tiger Stadium,1995,144,60,84,654,844,54.0248,5.9752,0.4167,0.3752,0.0415
Cincinnati Redlegs,CIN,NL,NA,Crosley Field,1957,154,80,74,747,781,73.575,6.425,0.5195,0.4778,0.0417
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1982,162,89,73,664,654,82.2291,6.7709,0.5494,0.5076,0.0418
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1955,154,60,94,560,767,53.5481,6.4519,0.3896,0.3477,0.0419
Minnesota Twins,MIN,AL,C,Hubert H Humphrey Metrodome,1994,113,53,60,594,688,48.2588,4.7412,0.469,0.4271,0.042
Chicago White Sox,CHA,AL,C,U.S. Cellular Field,2005,162,99,63,741,645,92.1672,6.8328,0.6111,0.5689,0.0422
New York Yankees,NYA,AL,E,Yankee Stadium III,2014,162,84,78,633,664,77.1302,6.8698,0.5185,0.4761,0.0424
St. Louis Cardinals,SLN,NL,C,Busch Stadium III,2014,162,90,72,619,603,83.1207,6.8793,0.5556,0.5131,0.0425
Chicago White Sox,CHA,AL,W,Comiskey Park,1990,162,94,68,682,633,87.0281,6.9719,0.5802,0.5372,0.043
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1975,162,71,91,552,683,64.0074,6.9926,0.4383,0.3951,0.0432
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1977,162,96,66,734,665,88.9706,7.0294,0.5926,0.5492,0.0434
Oakland Athletics,OAK,AL,W,McAfee Coliseum,2006,162,93,69,771,727,85.7542,7.2458,0.5741,0.5293,0.0447
Washington Senators,WS2,AL,NA,R.F.K. Stadium,1967,161,76,85,550,637,68.7627,7.2373,0.472,0.4271,0.045
Cincinnati Reds,CIN,NL,C,Great American Ball Park,2003,162,69,93,694,886,61.6004,7.3996,0.4259,0.3802,0.0457
Florida Marlins,FLO,NL,E,Joe Robbie Stadium,1994,115,51,64,468,576,45.7294,5.2706,0.4435,0.3976,0.0458
Houston Astros,HOU,NL,C,Minute Maid Park,2009,162,74,88,643,770,66.5562,7.4438,0.4568,0.4108,0.0459
Minnesota Twins,MIN,AL,C,Hubert H Humphrey Metrodome,2002,161,94,67,768,712,86.5832,7.4168,0.5839,0.5378,0.0461
Houston Astros,HOU,NL,W,Astrodome,1992,162,81,81,608,668,73.3993,7.6007,0.5,0.4531,0.0469
San Francisco Giants,SFN,NL,W,Candlestick Park,1982,162,87,75,673,687,79.3325,7.6675,0.537,0.4897,0.0473
Montreal Expos,MON,NL,E,Stade Olympique,1987,162,91,71,741,720,83.3281,7.6719,0.5617,0.5144,0.0474
Seattle Mariners,SEA,AL,W,Kingdome,1977,162,64,98,624,855,56.3003,7.6997,0.3951,0.3475,0.0475
Houston Astros,HOU,NL,W,Astrodome,1989,162,86,76,647,669,78.2925,7.7075,0.5309,0.4833,0.0476
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1971,162,82,80,643,699,74.2517,7.7483,0.5062,0.4583,0.0478
St. Louis Cardinals,SLN,NL,C,Busch Stadium III,2007,162,78,84,725,829,70.2066,7.7934,0.4815,0.4334,0.0481
Washington Senators,WS1,AL,NA,Griffith Stadium II,1956,155,59,95,652,924,51.5225,7.4775,0.3806,0.3324,0.0482
Houston Astros,HOU,NL,W,Astrodome,1979,162,89,73,583,582,81.1391,7.8609,0.5494,0.5009,0.0485
Cincinnati Reds,CIN,NL,C,Cinergy Field,1997,162,76,86,651,764,68.1449,7.8551,0.4691,0.4206,0.0485
Detroit Tigers,DET,AL,E,Tiger Stadium,1973,162,85,77,642,674,77.0631,7.9369,0.5247,0.4757,0.049
Philadelphia Athletics,PHA,AL,NA,Connie Mack Stadium,1954,156,51,103,542,875,43.2581,7.7419,0.3269,0.2773,0.0496
Chicago Cubs,CHN,NL,E,Wrigley Field,1976,162,75,87,611,728,66.9519,8.0481,0.463,0.4133,0.0497
Detroit Tigers,DET,AL,E,Tiger Stadium,1974,162,72,90,620,768,63.9204,8.0796,0.4444,0.3946,0.0499
Los Angeles Dodgers,LAN,NL,NA,Los Angeles Memorial Coliseum,1961,154,89,65,735,697,81.0837,7.9163,0.5779,0.5265,0.0514
San Francisco Giants,SFN,NL,W,Candlestick Park,1995,144,67,77,652,776,59.5894,7.4106,0.4653,0.4138,0.0515
Philadelphia Phillies,PHI,NL,E,Citizens Bank Park,2013,162,73,89,610,749,64.602,8.398,0.4506,0.3988,0.0518
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1956,154,69,85,571,705,61.004,7.996,0.4481,0.3961,0.0519
Philadelphia Athletics,PHA,AL,NA,Shibe Park,1952,155,79,75,664,723,70.9185,8.0815,0.5097,0.4575,0.0521
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1978,162,69,93,532,690,60.3984,8.6016,0.4259,0.3728,0.0531
Chicago Cubs,CHN,NL,NA,Wrigley Field,1953,155,65,89,633,835,56.568,8.432,0.4194,0.365,0.0544
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1977,161,97,64,719,653,88.227,8.773,0.6025,0.548,0.0545
Seattle Mariners,SEA,AL,W,Safeco Field,2007,162,88,74,794,813,79.0849,8.9151,0.5432,0.4882,0.055
Philadelphia Phillies,PHI,NL,E,Connie Mack Stadium,1970,161,73,88,594,730,64.1349,8.8651,0.4534,0.3984,0.0551
San Diego Padres,SDN,NL,W,Petco Park,2009,162,75,87,638,769,66.0465,8.9535,0.463,0.4077,0.0553
Houston Astros,HOU,NL,C,Minute Maid Park,2008,161,86,75,712,743,77.0713,8.9287,0.5342,0.4787,0.0555
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1978,161,92,69,710,688,83.033,8.967,0.5714,0.5157,0.0557
Houston Astros,HOU,NL,C,Minute Maid Park,2010,162,76,86,611,729,66.8441,9.1559,0.4691,0.4126,0.0565
New York Mets,NYN,NL,E,Shea Stadium,2001,162,82,80,642,713,72.5347,9.4653,0.5062,0.4477,0.0584
Kansas City Royals,KCA,AL,C,Kauffman Stadium,1998,161,72,89,714,899,62.2742,9.7258,0.4472,0.3868,0.0604
San Francisco Giants,SFN,NL,W,3Com Park,1997,162,90,72,784,793,80.0755,9.9245,0.5556,0.4943,0.0613
Cincinnati Reds,CIN,NL,NA,Crosley Field,1961,154,93,61,710,653,83.429,9.571,0.6039,0.5417,0.0621
Houston Colt .45's,HOU,NL,NA,Colt Stadium,1963,162,66,96,464,640,55.814,10.186,0.4074,0.3445,0.0629
Cincinnati Reds,CIN,NL,C,Great American Ball Park,2004,162,76,86,750,907,65.7871,10.2129,0.4691,0.4061,0.063
California Angels,CAL,AL,W,Anaheim Stadium,1972,155,75,80,454,533,65.1727,9.8273,0.4839,0.4205,0.0634
Seattle Mariners,SEA,AL,W,Safeco Field,2009,162,85,77,640,692,74.6853,10.3147,0.5247,0.461,0.0637
Cincinnati Reds,CIN,NL,W,Crosley Field/Riverfront Stadium,1970,162,102,60,775,681,91.4154,10.5846,0.6296,0.5643,0.0653
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,2012,162,93,69,712,705,81.8003,11.1997,0.5741,0.5049,0.0691
Arizona Diamondbacks,ARI,NL,W,Chase Field,2007,162,90,72,712,732,78.7567,11.2433,0.5556,0.4862,0.0694
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium,2008,162,100,62,765,697,88.5186,11.4814,0.6173,0.5464,0.0709
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1981,105,59,46,429,437,51.5301,7.4699,0.5619,0.4908,0.0711
New York Yankees,NYA,AL,E,Yankee Stadium II,2004,162,101,61,897,808,89.4333,11.5667,0.6235,0.5521,0.0714
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1974,162,60,102,541,830,48.304,11.696,0.3704,0.2982,0.0722
Brooklyn Dodgers,BRO,NL,NA,Ebbets Field,1954,154,92,62,778,740,80.8527,11.1473,0.5974,0.525,0.0724
Pittsburgh Pirates,PIT,NL,C,Three Rivers Stadium,1994,114,53,61,466,580,44.7214,8.2786,0.4649,0.3923,0.0726
New York Mets,NYN,NL,E,Shea Stadium,1984,162,90,72,652,676,78.0732,11.9268,0.5556,0.4819,0.0736
New York Mets,NYN,NL,E,Shea Stadium,1972,156,83,73,528,578,70.9619,12.0381,0.5321,0.4549,0.0772
Arizona Diamondbacks,ARI,NL,W,Bank One Ballpark,2005,162,77,85,696,856,64.4746,12.5254,0.4753,0.398,0.0773
Kansas City Athletics,KC1,AL,NA,Municipal Stadium I,1955,155,63,91,638,911,51.0053,11.9947,0.4065,0.3291,0.0774
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1981,108,66,42,464,440,56.8652,9.1348,0.6111,0.5265,0.0846
